,architecture,batch_size,convolution_kernel_size,data_total_rows_test,data_total_rows_train,data_total_rows_valid,dropout,fit_best_round,fit_dt_test_duration_seconds,fit_dt_test_end,fit_dt_test_start,fit_dt_train_duration_seconds,fit_dt_train_end,fit_dt_train_start,fit_num_epochs,fit_stopped_epoch1,fit_stopped_epoch2,fit_stopped_epoch3,fit_test_acc,fit_train_acc,fit_train_loss,fit_val_acc,fit_val_loss,frame_size,layer_1_size,layer_2_size,layer_3_size,model_id,model_param_count,model_weights_path,num_features,path_model,pooling,pretrained_model_name,sequence_length,sequence_model,sequence_model_layers,verbose
718,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,0,2019-01-20 23:40:36,2019-01-20 23:40:35,588,2019-01-20 23:40:34,2019-01-20 23:30:45,23,2,2,16,0.3246006389776358,0.8589759147704643,2.2592720556350736,0.8521413019986106,2.3687200707992786,"[299, 299]",256,0,512,604,3934215,,1536.0,/mnt/seals/models/604/,max,inception_resnet_v2,10.0,,,True
844,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:11:48,2019-01-20 23:11:47,156,2019-01-20 23:11:47,2019-01-20 23:09:10,11,2,5,1,0.32918660287081336,0.8649787751458752,1.1879613179306598,0.8519707546847293,1.309409464789687,"[299, 299]",0,256,256,437,53767,,1536.0,/mnt/seals/models/437/,max,inception_resnet_v2,5.0,,,True
402,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,1,2019-01-20 21:29:22,2019-01-20 21:29:21,236,2019-01-20 21:29:19,2019-01-20 21:25:23,13,3,6,1,0.32886762360446575,0.864593943910024,1.194274210248607,0.851792408137137,1.3246574955486625,"[299, 299]",0,256,0,439,53767,,1536.0,/mnt/seals/models/439/,max,inception_resnet_v2,5.0,,,True
945,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,1,2019-01-20 21:39:06,2019-01-20 21:39:04,311,2019-01-20 21:39:02,2019-01-20 21:33:51,11,1,4,3,0.33269537480063793,0.8633497361101825,2.189521985635671,0.8516586469800285,2.377882929925764,"[224, 224]",512,256,0,455,1444359,,512.0,/mnt/seals/models/455/,max,vgg16,5.0,,,True
2325,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,10,2019-01-22 01:01:13,2019-01-22 01:01:03,955,2019-01-22 01:00:55,2019-01-22 00:45:00,17,1,11,2,0.33035143769968056,0.8615634698439821,2.218510149498231,0.8516500760294863,2.3767039680451147,"[224, 224]",128,128,0,5214,918663,,2048.0,/mnt/seals/models/5214/,max,resnet50,10.0,Convolution1D,1.0,True
2838,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,6,2019-01-21 21:41:29,2019-01-21 21:41:23,606,2019-01-21 21:41:18,2019-01-21 21:31:12,15,1,10,1,0.33078149920255184,0.8627453395707206,2.199838146682842,0.8515248883529549,2.3779632315951194,"[224, 224]",128,0,0,3711,789255,,2048.0,/mnt/seals/models/3711/,max,resnet50,5.0,Convolution1D,2.0,True
556,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:34:17,2019-01-20 23:34:16,404,2019-01-20 23:34:15,2019-01-20 23:27:30,12,1,7,1,0.2934609250398724,0.8611682423111601,2.2246277063267903,0.8515248827719957,2.378240357624011,"[224, 224]",256,128,128,538,2672007,,2048.0,/mnt/seals/models/538/,max,resnet50,5.0,,,True
2772,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:32:27,2019-01-20 23:32:26,340,2019-01-20 23:32:25,2019-01-20 23:26:44,10,1,1,5,0.33333333333333337,0.8625611880039585,2.201948667558019,0.8513465357779266,2.3802170342720403,"[224, 224]",256,256,256,533,2755079,,2048.0,/mnt/seals/models/533/,max,resnet50,5.0,,,True
247,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,1,2019-01-20 21:44:32,2019-01-20 21:44:30,314,2019-01-20 21:44:28,2019-01-20 21:39:13,13,2,4,4,0.31451355661881975,0.8612674010341934,2.2235455264786532,0.8512573630622263,2.384255730108673,"[224, 224]",512,0,0,463,1314823,,512.0,/mnt/seals/models/463/,max,vgg16,5.0,,,True
489,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-21 00:11:36,2019-01-21 00:11:35,642,2019-01-21 00:11:33,2019-01-21 00:00:51,25,1,19,2,0.3287539936102236,0.8615208966893592,2.219668785336258,0.8505783127635372,2.39452269681732,"[224, 224]",128,256,0,743,2656391,,2048.0,/mnt/seals/models/743/,max,resnet50,10.0,,,True
459,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-20 23:46:52,2019-01-20 23:46:51,245,2019-01-20 23:46:50,2019-01-20 23:42:45,14,5,2,4,0.3293929712460064,0.8665446337470294,2.1347309140314787,0.8504889972994721,2.383365179233605,"[299, 299]",0,0,128,638,107527,,1536.0,/mnt/seals/models/638/,max,inception_resnet_v2,10.0,,,True
2771,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,0,2019-01-20 23:33:40,2019-01-20 23:33:39,162,2019-01-20 23:33:38,2019-01-20 23:30:56,8,1,1,3,0.32971246006389776,0.866114161230045,2.1394212168256472,0.8499084592946211,2.3947902336162343,"[299, 299]",0,0,0,639,107527,,1536.0,/mnt/seals/models/639/,max,inception_resnet_v2,10.0,,,True
935,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,0,2019-01-20 20:39:17,2019-01-20 20:39:17,428,2019-01-20 20:39:16,2019-01-20 20:32:07,19,1,5,10,0.32578897035384125,0.8659120465197863,2.1491126067147843,0.8496569007988357,2.4098816875807585,"[224, 224]",512,0,512,332,3149831,,2048.0,/mnt/seals/models/332/,max,resnet50,3.0,,,True
2587,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,0,2019-01-20 23:13:45,2019-01-20 23:13:44,210,2019-01-20 23:13:44,2019-01-20 23:10:13,16,4,1,8,0.32663476874003194,0.863071147065991,1.3000292883435638,0.849607638503133,1.3927210082722068,"[299, 299]",0,128,256,441,53767,,1536.0,/mnt/seals/models/441/,max,inception_resnet_v2,5.0,,,True
2142,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,2,2019-01-21 17:07:41,2019-01-21 17:07:38,559,2019-01-21 17:07:36,2019-01-21 16:58:16,24,8,8,5,0.2832535885167464,0.8587506558174091,2.2641452681644156,0.8494292900208081,2.413684467251381,"[224, 224]",512,0,0,2942,797703,,512.0,/mnt/seals/models/2942/,max,vgg16,5.0,Convolution1D,1.0,True
1775,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:17:56,2019-01-20 23:17:55,134,2019-01-20 23:17:55,2019-01-20 23:15:40,8,2,1,2,0.3221690590111643,0.8676796728534024,1.1703233812826541,0.848894243011165,1.342646297295293,"[299, 299]",0,0,256,445,53767,,1536.0,/mnt/seals/models/445/,max,inception_resnet_v2,5.0,,,True
3018,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,0,2019-01-20 20:51:55,2019-01-20 20:51:54,622,2019-01-20 20:51:53,2019-01-20 20:41:31,28,7,17,1,0.315269365635958,0.8643313766317225,2.1746879110461825,0.8487657130842869,2.424321764941819,"[224, 224]",512,128,0,331,3212807,,2048.0,/mnt/seals/models/331/,max,resnet50,3.0,,,True
2262,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 21:15:45,2019-01-20 21:15:44,414,2019-01-20 21:15:42,2019-01-20 21:08:47,15,4,4,4,0.32036978004462857,0.8641898239150877,2.176726687411822,0.8486765926135605,2.425459090278659,"[224, 224]",512,0,256,333,3149831,,2048.0,/mnt/seals/models/333/,max,resnet50,3.0,,,True
1148,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:25:39,2019-01-20 23:25:38,600,2019-01-20 23:25:37,2019-01-20 23:15:36,22,3,10,6,0.31834130781499204,0.8644971455807675,2.171914118807432,0.8482700223928683,2.4320807775456954,"[224, 224]",512,0,128,526,5246983,,2048.0,/mnt/seals/models/526/,max,resnet50,5.0,,,True
1343,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:29:31,2019-01-20 23:29:31,308,2019-01-20 23:29:30,2019-01-20 23:24:21,9,4,1,1,0.3358851674641148,0.8626414598769134,2.2018592053529566,0.8482254378953379,2.432982506972276,"[224, 224]",256,128,0,539,2655495,,2048.0,/mnt/seals/models/539/,max,resnet50,5.0,,,True
1705,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,12,2019-01-22 03:17:33,2019-01-22 03:17:20,931,2019-01-22 03:17:11,2019-01-22 03:01:39,10,1,4,2,0.3063897763578275,0.8580487471248229,2.274915271244388,0.8473183645349475,2.447159954740614,"[224, 224]",256,512,0,5023,1988359,,2048.0,/mnt/seals/models/5023/,max,resnet50,10.0,Convolution1D,2.0,True
2670,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,2,2019-01-21 00:27:26,2019-01-21 00:27:24,651,2019-01-21 00:27:21,2019-01-21 00:16:30,19,7,4,5,0.23130990415335462,0.8513930045762388,2.3820800446550563,0.8471843942361684,2.4496706977938443,"[224, 224]",256,0,256,733,5244935,,2048.0,/mnt/seals/models/733/,max,resnet50,10.0,,,True
1356,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,1,2019-01-20 23:56:57,2019-01-20 23:56:55,453,2019-01-20 23:56:54,2019-01-20 23:49:20,16,3,3,7,0.34025559105431313,0.8682996297044867,2.1097404542775595,0.8471843937703616,2.4493629531437024,"[224, 224]",128,0,0,751,2622471,,2048.0,/mnt/seals/models/751/,max,resnet50,10.0,,,True
2075,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,1,2019-01-21 00:15:42,2019-01-21 00:15:40,698,2019-01-21 00:15:38,2019-01-21 00:04:00,27,1,4,19,0.3380191693290735,0.8626136302199967,2.201133524185952,0.8461572869973989,2.4654954077490197,"[224, 224]",128,128,0,747,2638983,,2048.0,/mnt/seals/models/747/,max,resnet50,10.0,,,True
1468,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,1,2019-01-20 23:42:13,2019-01-20 23:42:11,169,2019-01-20 23:42:10,2019-01-20 23:39:20,7,1,2,1,0.27731629392971247,0.8516437189227969,2.367927329775399,0.8460233164750326,2.4620002751500953,"[299, 299]",0,512,512,624,107527,,1536.0,/mnt/seals/models/624/,max,inception_resnet_v2,10.0,,,True
3032,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,0,2019-01-20 23:43:42,2019-01-20 23:43:41,169,2019-01-20 23:43:40,2019-01-20 23:40:50,8,2,2,1,0.27731629392971247,0.8510382217189236,2.378396464842069,0.8460233141646306,2.4610406775592306,"[299, 299]",0,256,512,628,107527,,1536.0,/mnt/seals/models/628/,max,inception_resnet_v2,10.0,,,True
841,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,0,2019-01-20 20:56:09,2019-01-20 20:56:09,404,2019-01-20 20:56:08,2019-01-20 20:49:23,22,5,10,4,0.27669748167038577,0.8508602908544984,2.3901253537990126,0.8457802416976362,2.4720227881959285,"[224, 224]",256,0,128,350,1574919,,2048.0,/mnt/seals/models/350/,max,resnet50,3.0,,,True
1675,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,1,2019-01-20 21:36:59,2019-01-20 21:36:58,454,2019-01-20 21:36:56,2019-01-20 21:29:22,14,3,7,1,0.2009569377990431,0.8491369700675723,2.416969463781056,0.8454164453362406,2.4777137730154353,"[299, 299]",512,128,0,395,3999239,,1536.0,/mnt/seals/models/395/,max,inception_resnet_v2,5.0,,,True
631,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:34:25,2019-01-20 23:34:24,384,2019-01-20 23:34:23,2019-01-20 23:27:58,11,2,5,1,0.3199362041467304,0.8621456648156872,2.2094590738636124,0.8452826866347543,2.4795123372929226,"[224, 224]",512,0,256,525,5246983,,2048.0,/mnt/seals/models/525/,max,resnet50,5.0,,,True
1369,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,1,2019-01-21 00:02:28,2019-01-21 00:02:27,403,2019-01-21 00:02:25,2019-01-20 23:55:42,13,2,7,1,0.2769968051118211,0.8500400962589825,2.403503795057265,0.844817583823286,2.4873605197055073,"[224, 224]",128,0,128,750,2622471,,2048.0,/mnt/seals/models/750/,max,resnet50,10.0,,,True
2526,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,0,2019-01-20 20:41:20,2019-01-20 20:41:20,551,2019-01-20 20:41:19,2019-01-20 20:32:08,26,2,19,2,0.26490277335033474,0.8515019965400574,2.3804021192211606,0.8447553740764363,2.488608442242266,"[224, 224]",512,512,0,323,3412487,,2048.0,/mnt/seals/models/323/,max,resnet50,3.0,,,True
1276,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,1,2019-01-20 23:49:55,2019-01-20 23:49:54,363,2019-01-20 23:49:53,2019-01-20 23:43:49,14,1,3,7,0.276038338658147,0.8502766185826119,2.3995015365078456,0.8447282665891549,2.4885184320668645,"[224, 224]",512,0,512,652,2625543,,512.0,/mnt/seals/models/652/,max,vgg16,10.0,,,True
588,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,3,2019-01-21 17:15:10,2019-01-21 17:15:07,357,2019-01-21 17:15:04,2019-01-21 17:09:06,9,4,1,1,0.19553429027113234,0.8501096711659317,2.4027778117586456,0.844658468992969,2.4901618832506043,"[224, 224]",256,128,128,3030,509319,,512.0,/mnt/seals/models/3030/,max,vgg16,5.0,Convolution1D,1.0,True
2796,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,2,2019-01-21 00:22:52,2019-01-21 00:22:50,348,2019-01-21 00:22:47,2019-01-21 00:16:59,7,1,1,2,0.16837060702875395,0.8501962013614816,2.4007164971236628,0.8446389528765236,2.490474679202503,"[224, 224]",128,128,256,745,2672903,,2048.0,/mnt/seals/models/745/,max,resnet50,10.0,,,True
3243,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,0,2019-01-20 20:39:04,2019-01-20 20:39:04,416,2019-01-20 20:39:04,2019-01-20 20:32:07,20,1,10,6,0.2719158431622569,0.852662727001737,2.3617025101357894,0.8446216934633046,2.4906236734229625,"[224, 224]",256,256,0,343,1640711,,2048.0,/mnt/seals/models/343/,max,resnet50,3.0,,,True
3374,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,1,2019-01-20 23:39:12,2019-01-20 23:39:11,341,2019-01-20 23:39:09,2019-01-20 23:33:28,9,4,1,1,0.15910543130990418,0.8428450841303998,2.518965913656561,0.8441477288078911,2.498349134979415,"[299, 299]",256,128,0,603,3966215,,1536.0,/mnt/seals/models/603/,max,inception_resnet_v2,10.0,,,True
1635,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,1,2019-01-21 00:12:54,2019-01-21 00:12:52,319,2019-01-21 00:12:50,2019-01-21 00:07:30,6,1,1,1,0.19169329073482433,0.8470220696533549,2.452147167832941,0.8441477281371292,2.4983491394511605,"[224, 224]",128,256,512,740,2789767,,2048.0,/mnt/seals/models/740/,max,resnet50,10.0,,,True
1623,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,2,2019-01-21 17:04:48,2019-01-21 17:04:45,354,2019-01-21 17:04:43,2019-01-21 16:58:48,9,4,1,1,0.17480063795853273,0.8418275473183197,2.535481494255068,0.8441234222809771,2.498738797862878,"[224, 224]",512,128,128,2902,1001095,,512.0,/mnt/seals/models/2902/,max,vgg16,5.0,Convolution1D,1.0,True
1934,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,13,2019-01-22 03:01:18,2019-01-22 03:01:05,936,2019-01-22 03:00:56,2019-01-22 02:45:19,8,3,1,1,0.1766773162939297,0.8406879991077327,2.553809407116607,0.8440584147785112,2.499780851813099,"[224, 224]",256,512,512,4999,3543815,,2048.0,/mnt/seals/models/4999/,max,resnet50,10.0,Convolution1D,2.0,True
939,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:31:57,2019-01-20 23:31:56,337,2019-01-20 23:31:55,2019-01-20 23:26:17,7,2,1,1,0.18979266347687396,0.843059949662185,2.515727292713368,0.8439004861757847,2.502312502313345,"[224, 224]",512,128,256,521,5343879,,2048.0,/mnt/seals/models/521/,max,resnet50,5.0,,,True
1095,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,2,2019-01-21 00:16:27,2019-01-21 00:16:25,308,2019-01-21 00:16:23,2019-01-21 00:11:15,6,1,1,1,0.11821086261980829,0.8423767693794851,2.526628778636822,0.8438797833473096,2.502474572666737,"[224, 224]",128,512,0,739,2691207,,2048.0,/mnt/seals/models/739/,max,resnet50,10.0,,,True
900,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,5,2019-01-21 21:23:16,2019-01-21 21:23:10,494,2019-01-21 21:23:06,2019-01-21 21:14:51,8,1,1,3,0.18277511961722492,0.8460394371418588,2.4679746424453026,0.8438113107068113,2.5037419807896035,"[224, 224]",128,256,128,3639,918919,,2048.0,/mnt/seals/models/3639/,max,resnet50,5.0,Convolution1D,2.0,True
3305,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,2,2019-01-21 19:16:19,2019-01-21 19:16:17,295,2019-01-21 19:16:15,2019-01-21 19:11:20,6,1,1,1,0.17480063795853273,0.8474323826140051,2.445295268588673,0.8436775499217668,2.5058862005131375,"[224, 224]",128,128,128,3670,853255,,2048.0,/mnt/seals/models/3670/,max,resnet50,5.0,Convolution1D,1.0,True
2168,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,4,2019-01-21 20:47:56,2019-01-21 20:47:52,434,2019-01-21 20:47:49,2019-01-21 20:40:34,6,1,1,1,0.17480063795853273,0.8453169941584974,2.4795575649544572,0.8436775481358598,2.505886219413986,"[224, 224]",256,128,512,3527,1741191,,2048.0,/mnt/seals/models/3527/,max,resnet50,5.0,Convolution1D,2.0,True
2677,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,0,2019-01-21 18:24:39,2019-01-21 18:24:39,293,2019-01-21 18:24:38,2019-01-21 18:19:45,6,1,1,1,0.17480063795853273,0.8323271868485381,2.687746723043099,0.8398430581842915,2.567354038860021,"[224, 224]",512,256,0,3390,3541511,,2048.0,/mnt/seals/models/3390/,max,resnet50,5.0,Convolution1D,1.0,True
3396,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,13,2019-01-22 02:56:23,2019-01-22 02:56:10,887,2019-01-22 02:56:01,2019-01-22 02:41:13,6,1,1,1,0.16357827476038334,0.8390891080040886,2.5794400152468273,0.8397267052962579,2.5692192160662133,"[224, 224]",512,128,512,4935,3740295,,2048.0,/mnt/seals/models/4935/,max,resnet50,10.0,Convolution1D,2.0,True
2919,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,8,2019-01-21 23:59:37,2019-01-21 23:59:28,600,2019-01-21 23:59:21,2019-01-21 23:49:20,6,1,1,1,0.16517571884984028,0.839637839272511,2.570556944708459,0.8397267028181655,2.5692192038434416,"[224, 224]",256,128,0,5086,1836295,,2048.0,/mnt/seals/models/5086/,max,resnet50,10.0,Convolution1D,1.0,True
2784,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,4,2019-01-21 20:28:02,2019-01-21 20:27:58,511,2019-01-21 20:27:54,2019-01-21 20:19:22,7,2,1,1,0.16140350877192977,0.8319069418581073,2.6945469475526935,0.8389513126473301,2.5816488962494923,"[224, 224]",512,128,0,3423,3343879,,2048.0,/mnt/seals/models/3423/,max,resnet50,5.0,Convolution1D,2.0,True
478,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,1,2019-01-21 00:03:21,2019-01-21 00:03:19,357,2019-01-21 00:03:17,2019-01-20 23:57:20,7,2,1,1,0.15910543130990418,0.8426795189618556,2.5216901242060956,0.8379404294039913,2.5978535817317123,"[224, 224]",256,512,0,723,5378311,,2048.0,/mnt/seals/models/723/,max,resnet50,10.0,,,True
3206,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,0,2019-01-20 15:08:57,2019-01-20 15:08:56,221,2019-01-20 15:08:56,2019-01-20 15:05:14,6,1,1,1,0.17468919349697165,0.8303823565152403,2.7190112655779757,0.8367346979942607,2.6171817786977654,"[299, 299]",512,256,0,199,2492935,,1536.0,/mnt/seals/models/199/,max,inception_resnet_v2,3.0,,,True
3272,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,0,2019-01-20 20:36:25,2019-01-20 20:36:24,256,2019-01-20 20:36:24,2019-01-20 20:32:08,6,1,1,1,0.17468919349697165,0.8303823568262912,2.7190112641447786,0.8367346967300324,2.617181777805369,"[224, 224]",512,256,128,326,3311367,,2048.0,/mnt/seals/models/326/,max,resnet50,3.0,,,True
1373,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,0,2019-01-20 15:16:21,2019-01-20 15:16:20,200,2019-01-20 15:16:20,2019-01-20 15:13:00,6,1,1,1,0.17468919349697165,0.830382356465039,2.719011263321872,0.8367346959120024,2.6171817950583662,"[299, 299]",512,0,512,204,2363399,,1536.0,/mnt/seals/models/204/,max,inception_resnet_v2,3.0,,,True
552,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,0,2019-01-20 15:09:19,2019-01-20 15:09:19,230,2019-01-20 15:09:18,2019-01-20 15:05:27,6,1,1,1,0.17468919349697165,0.8303823568528683,2.7190112651999896,0.8367346947965069,2.617181792306811,"[299, 299]",512,512,256,193,2755591,,1536.0,/mnt/seals/models/193/,max,inception_resnet_v2,3.0,,,True
2612,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,2,2019-01-20 16:22:10,2019-01-20 16:22:08,292,2019-01-20 16:22:06,2019-01-20 16:17:13,6,1,1,1,0.17468919349697165,0.8312363903140528,2.7052685541907633,0.8367346938297441,2.6171817882166604,"[224, 224]",512,256,0,327,3279367,,2048.0,/mnt/seals/models/327/,max,resnet50,3.0,,,True
3433,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,0,2019-01-21 18:19:33,2019-01-21 18:19:32,327,2019-01-21 18:19:31,2019-01-21 18:14:04,6,1,1,1,0.17480063795853273,0.8303912284905812,2.7188690498683785,0.8367219602272901,2.617385992247811,"[224, 224]",512,256,512,3366,3674887,,2048.0,/mnt/seals/models/3366/,max,resnet50,5.0,Convolution1D,1.0,True
2359,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,0,2019-01-21 15:47:06,2019-01-21 15:47:05,282,2019-01-21 15:47:04,2019-01-21 15:42:22,6,1,1,1,0.17480063795853273,0.8303912288865729,2.7188690474530257,0.8367219596319877,2.6173859999867415,"[299, 299]",512,256,256,2351,2820871,,1536.0,/mnt/seals/models/2351/,max,inception_resnet_v2,5.0,Convolution1D,2.0,True
872,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,3,2019-01-21 17:35:16,2019-01-21 17:35:12,312,2019-01-21 17:35:08,2019-01-21 17:29:56,6,1,1,1,0.17480063795853273,0.8303912280739032,2.718869045640526,0.8367219592599238,2.6173860115951366,"[224, 224]",128,512,256,3086,526983,,512.0,/mnt/seals/models/3086/,max,vgg16,5.0,Convolution1D,1.0,True
3410,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,1,2019-01-21 18:45:33,2019-01-21 18:45:32,301,2019-01-21 18:45:31,2019-01-21 18:40:30,6,1,1,1,0.17480063795853273,0.8342300919432127,2.6573269401340296,0.8367219588878598,2.617386008320974,"[224, 224]",256,256,128,3510,1803783,,2048.0,/mnt/seals/models/3510/,max,resnet50,5.0,Convolution1D,1.0,True
1992,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,0,2019-01-21 15:42:11,2019-01-21 15:42:11,327,2019-01-21 15:42:10,2019-01-21 15:36:43,6,1,1,1,0.17480063795853273,0.8303912278778774,2.7188690517399814,0.8367219587390342,2.6173860059397644,"[299, 299]",512,512,256,2319,3279879,,1536.0,/mnt/seals/models/2319/,max,inception_resnet_v2,5.0,Convolution1D,2.0,True
3340,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,1,2019-01-21 18:51:33,2019-01-21 18:51:32,301,2019-01-21 18:51:31,2019-01-21 18:46:30,6,1,1,1,0.17480063795853273,0.8303912285398339,2.7188690490291125,0.8367219587390342,2.617386001177346,"[224, 224]",256,128,512,3526,1741191,,2048.0,/mnt/seals/models/3526/,max,resnet50,5.0,Convolution1D,1.0,True
899,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,3,2019-01-21 17:13:46,2019-01-21 17:13:43,350,2019-01-21 17:13:39,2019-01-21 17:07:48,9,4,1,1,0.17480063795853273,0.8303581761522647,2.719398896370967,0.8367219585902087,2.6173860023679505,"[224, 224]",256,512,128,2966,853767,,512.0,/mnt/seals/models/2966/,max,vgg16,5.0,Convolution1D,1.0,True
1018,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,0,2019-01-20 23:26:59,2019-01-20 23:26:58,317,2019-01-20 23:26:57,2019-01-20 23:21:39,6,1,1,1,0.17480063795853273,0.8303912286028774,2.7188690460660694,0.8367219585902087,2.61738599701023,"[224, 224]",512,128,512,520,5378695,,2048.0,/mnt/seals/models/520/,max,resnet50,5.0,,,True
482,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,0,2019-01-20 21:12:14,2019-01-20 21:12:13,232,2019-01-20 21:12:11,2019-01-20 21:08:19,6,1,1,1,0.17480063795853273,0.830391228032531,2.7188690486823734,0.8367219579949063,2.61738599701023,"[299, 299]",256,256,0,407,2033927,,1536.0,/mnt/seals/models/407/,max,inception_resnet_v2,5.0,,,True
1323,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,2,2019-01-21 19:13:57,2019-01-21 19:13:55,337,2019-01-21 19:13:53,2019-01-21 19:08:15,8,3,1,1,0.17480063795853273,0.8354011096138957,2.6385282929043834,0.8367219578460807,2.6173859999867415,"[224, 224]",128,128,512,3654,905479,,2048.0,/mnt/seals/models/3654/,max,resnet50,5.0,Convolution1D,1.0,True
2138,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,1,2019-01-21 18:54:11,2019-01-21 18:54:10,304,2019-01-21 18:54:08,2019-01-21 18:49:03,6,1,1,1,0.17480063795853273,0.8303912274464237,2.7188690507470468,0.836721957771668,2.617385995521974,"[224, 224]",512,512,512,2823,1840135,,512.0,/mnt/seals/models/2823/,max,vgg16,5.0,Convolution1D,2.0,True
1455,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,0,2019-01-21 16:03:06,2019-01-21 16:03:05,258,2019-01-21 16:03:04,2019-01-21 15:58:45,6,1,1,1,0.17480063795853273,0.8303912281093652,2.7188690473466397,0.8367219576972552,2.6173859946290206,"[299, 299]",256,512,128,2454,1640199,,1536.0,/mnt/seals/models/2454/,max,inception_resnet_v2,5.0,Convolution1D,1.0,True
